tenure,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,customerID
-0.865939229441716,-0.815936108983301,-0.8192740219163399,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0308-IVGOK
-1.1515966114238023,1.178438756152187,-0.8203374178529398,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2656-TABEH
-0.9475556242937406,0.31298678708419503,-0.7231031519000848,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4116-TZAQJ
0.8888132598768147,-0.6225017575153104,0.07103207191992877,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4676-WLUHT
-1.2740212037018395,0.9916745547348166,-0.9646047999183287,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,4910-GMJOT
-0.7843228345896913,-0.38070881818032243,-0.6883433972224751,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0939-EREMR
-1.11078841399779,0.5047536010395304,-0.8237491464828645,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,6941-PMGEP
1.5825526161190244,-1.3495481130329299,-0.2420272609986844,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,9964-WBQDJ
1.6233608135450368,-1.296186912627967,-0.2196073300020362,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6917-FIJHC
0.7663886675987777,-1.4979589516592329,-0.5507000856788231,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1574-DYCWE
1.4601280238409875,1.4535824457402768,2.1732772222499164,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,4250-ZBWLV
-0.2946244654775432,1.1550932309750155,0.04316223674820609,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,4009-ALQFH
-1.233213006275827,0.6898502649442453,-0.9234646696211194,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,5277-ZLOOR
-1.2740212037018395,-1.5196369393237492,-0.9979688474291509,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0761-AETCS
-0.17219987319950616,-1.3111947502418628,-0.7086808445099484,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,9891-NQDBD
0.8888132598768147,0.012830034806278779,0.5575357129143912,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7994-XIRTR
0.8480050624508023,-1.3111947502418628,-0.4145189435479962,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3088-FVYWK
-0.25381626805153085,-1.296186912627967,-0.7034303270729864,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6765-MBQNU
-0.5802818474596296,-0.6158316074646902,-0.6465607985469032,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1337-BOZWO
1.6233608135450368,1.2167921189432538,2.2382329907105616,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1335-HQMKX
-0.7435146371636789,0.8932898414881666,-0.4300711091207699,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,6692-UDPJC
-1.233213006275827,-0.3256800802627045,-0.9562970191636418,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,5493-SDRDQ
1.2152788392849134,-0.2906617924969477,0.5389262840238926,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6388-TABGU
0.80719686502479,1.273488394373527,1.370524060527041,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4062-HBMOS
0.8888132598768147,1.1417529308737746,1.4025588631171135,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1360-JYXKQ
1.0112378521548517,-0.30566963011084336,0.398757407130816,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,7672-VFMXZ
-1.2740212037018395,-1.481283576532682,-0.9974593035428637,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,8559-WNQZS
-0.9067474268677284,0.3630129124638477,-0.662112964119677,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5652-MSDEY
1.6233608135450368,1.7203884477650913,2.5441365551391377,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3963-RYFNS
-0.6618982423116543,0.11288228556558419,-0.5125507564533011,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,5840-NVDCG
-1.2740212037018395,-1.4912888016086125,-0.9975922280349385,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1934-SJVJK
1.3785116289889627,1.3235145197531795,1.9971522702505549,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,6408-OTUBZ
1.5825526161190244,1.4919358085313437,2.473509341683293,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,5945-AZYHT
-1.11078841399779,0.3596778374385377,-0.8295313618881266,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,6034-YMTOB
-0.9475556242937406,1.0350305300638492,-0.6398924198611412,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,7426-RHZGU
-0.0905834783474815,0.8549364786970993,0.14365315275689822,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,6741-EGCBI
-0.33543266290355556,-0.3306826928006697,-0.40902473120889654,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2801-NISEI
0.1950739036346049,1.1734361436142215,0.6818644211685317,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1666-JXLKU
1.2968952341369382,0.9916745547348166,1.6292394302689959,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2434-EEVDB
1.5009362212669999,0.734873777785933,1.7379716647863377,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2885-HIJDH
-1.2740212037018395,-1.3428779629823095,-0.9956205147358262,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,9227-LUNBG
-0.0905834783474815,-1.5112992517604737,-0.7369051449938712,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,7061-OVMIM
-0.4986654526076049,0.8716118538236503,-0.18261001304116406,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4619-EVPHY
0.1950739036346049,-0.20394984183888296,-0.03036716145127585,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2027-DNKIV
0.27669029848662957,-0.4740909188890076,-0.1622725657536906,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,4450-YOOHP
0.7663886675987777,-1.4746134264820616,-0.5542447388008228,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,4807-IZYOZ
-0.4578572551815926,-0.1605938665098507,-0.45880495349098016,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,8399-YNDCH
1.2560870367109258,1.2851611569621129,1.9191477474845489,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1343-EHPYB
1.3785116289889627,0.027837872420174686,0.9336898714045996,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0531-XBKMM
-1.1515966114238023,-0.47742599391431784,-0.9021081345610709,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7009-LGECI
-1.2740212037018395,-1.4979589516592329,-0.9976808443629887,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,3506-LCJDC
-1.2740212037018395,-0.3290151552880147,-0.9821508328722273,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3583-EKAPL
-1.1924048088498147,0.7832323656529303,-0.8904107792584719,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0772-GYEQQ
0.8888132598768147,1.496938421069309,1.7007971151693653,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1725-IQNIY
1.1336624444328887,-1.479616039020027,-0.47535405275431647,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3154-HMWUU
0.43992308819067893,0.8232532659566525,0.7023347929480801,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2856-NNASM
0.3991148907646666,0.9866719421968515,0.7320434169268404,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5197-PYEPU
1.2152788392849134,0.21793714886285506,0.981719921207696,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,8184-WMOFI
-1.2740212037018395,-1.5196369393237492,-0.9979688474291509,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,4667-OHGKG
0.3583066933386543,1.3818783326961077,0.9622907912827349,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0337-CNPZE
-0.25381626805153085,-1.4746134264820616,-0.7426652063171207,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,9534-NSXEM
-1.233213006275827,0.8516014036717894,-0.9319939911959312,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2034-GDRCN
1.0112378521548517,-1.5096317142478186,-0.487871109091378,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6217-KDYWC
-0.4170490577555802,-1.5279746268870247,-0.8053391043304785,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1431-CYWMH
1.2152788392849134,1.2384701066077701,1.8864704765161138,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,5445-PZWGX
-1.2740212037018395,-0.3273476177753597,-0.9821286787902147,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3577-AMVUX
1.4193198264149751,-1.332872737906379,-0.2620323970559704,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3967-VQOGC
-0.13139167577349384,1.1267450932598793,0.26191164253961413,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,4902-OHLSK
1.2152788392849134,1.0033473173234024,1.559742074995789,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,6242-SGYTS
-1.2740212037018395,-0.9476715724830531,-0.9903699972988642,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3776-EKTKM
1.5825526161190244,1.677032472436059,2.5727374750172736,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3669-WHAFY
1.0520460495808641,0.22460729891347506,0.8678257855814423,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,7162-WPHPM
0.7663886675987777,-1.3645559506468257,-0.46757796996792955,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6546-OPBBH
-1.11078841399779,0.6898502649442453,-0.8255214730438644,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4395-PZMSN
0.8888132598768147,-1.5313097019123347,-0.5496588438242357,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3719-TDVQB
-0.8251310320157036,-1.3628884131341705,-0.8870433587925721,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3549-ZTMNH
1.1336624444328887,1.255145481734321,1.721799184917214,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0330-BGYZE
0.8480050624508023,-0.3473580679272206,0.2582783730895645,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,6313-GIDIT
0.1950739036346049,-1.5096317142478186,-0.6840455053120503,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4750-UKWJK
0.1950739036346049,-1.5012940266845431,-0.688609246206625,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,7446-SFAOA
1.6233608135450368,1.2851611569621129,2.260165531902935,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,8809-RIHDD
-0.13139167577349384,0.6981879525075207,0.07470964953400357,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,9885-AIBVB
0.3583066933386543,0.27129834926781776,0.3232562956322218,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0471-LVHGK
-0.4170490577555802,1.1734361436142215,-0.08036892455348445,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1956-YIFGE
-1.11078841399779,-0.48409614396493805,-0.9013992039366711,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,9026-RNUJS
-1.0699802165717778,-0.6408446701545166,-0.863205566547124,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,7554-AKDQF
-1.0291720191457654,0.7131957901214167,-0.7463870920952205,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,4285-GYRQC
-1.1924048088498147,-1.482951114045337,-0.97853971750419,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9770-LXDBK
0.3174984959126419,0.007827422268313318,0.13928879860043608,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,4795-WRNVT
-1.2740212037018395,0.1812513235844428,-0.9753716837764027,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1363-TXLSL
-1.1515966114238023,-1.5062966392225083,-0.9543253058645293,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6260-XLACS
0.8888132598768147,1.0783865053928816,1.2662447964942114,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,6035-RIIOM
-0.865939229441716,-0.6741954204076184,-0.797275018477929,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,9873-MNDKV
0.43992308819067893,-1.0293809106031526,-0.3395273759356895,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7233-IOQNP
0.3991148907646666,-0.3073371676234986,0.0665126391893792,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,8495-PRWFH
-0.4578572551815926,1.0183551549372984,-0.10923569341576976,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,9279-CJEOJ
0.9296214573028271,-1.5246395518617144,-0.5642805379524846,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,6051-PTVNS
0.03184111393055553,-0.2139550669148134,-0.1401184837411923,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5844-QVTAT
1.4601280238409875,1.6103309719298553,2.474329042717756,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,5271-YNWVR
-1.11078841399779,0.9866719421968515,-0.7858213580774674,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,4192-GORJT
0.80719686502479,-0.5041065941167991,0.1169353298498254,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6075-QMNRR
1.4601280238409875,0.4914133009382895,1.437429388204786,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,9140-CZQZZ
-1.11078841399779,-0.7208864707619609,-0.9094854438712329,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,8740-XLHDR
